IEMP,FSOPORT,ITDSOP,INUMSOP,INVENTARIO,IRECURSO,ICCSUBCC,ILABOR,QCANTLUN,QCANTMAR,QCANTMIE,QCANTJUE,QCANTVIE,QCANTSAB,QCANTDOM,SOBSERVAC
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.17,,,,,,,437
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.17,,,,,,,437
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.20,,,,,,,437
1,21/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,1.10,,,,,,,436
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,1.00,,,,,,,436
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,1.00,,,,,,,436
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,1.40,,,,,,,436
1,21/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.28,,,,,,,436
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.26,,,,,,,436
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.26,,,,,,,436
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.30,,,,,,,436
1,21/05/2025,160,,1,54003,104: TINTAS,REVISTAS,9.70,,,,,,,226
1,21/05/2025,160,,1,54053,104: TINTAS,REVISTAS,9.60,,,,,,,226
1,21/05/2025,160,,1,54103,104: TINTAS,REVISTAS,12.80,,,,,,,226
1,21/05/2025,160,,1,54203,104: TINTAS,REVISTAS,6.40,,,,,,,226
1,21/05/2025,160,,1,52031,104: TINTAS,REVISTAS,1.60,,,,,,,226
1,21/05/2025,160,,1,52081,104: TINTAS,REVISTAS,0.30,,,,,,,226
1,21/05/2025,160,,1,52231,104: TINTAS,REVISTAS,0.30,,,,,,,226
1,21/05/2025,160,,1,52331,104: TINTAS,REVISTAS,0.30,,,,,,,226
1,21/05/2025,160,,1,52231,104: TINTAS,REVISTAS,1.70,,,,,,,226
1,21/05/2025,160,,1,52081,104: TINTAS,REVISTAS,0.90,,,,,,,226
1,21/05/2025,160,,1,52331,104: TINTAS,REVISTAS,0.90,,,,,,,226
1,21/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.70,,,,,,,428
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.60,,,,,,,428
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.60,,,,,,,428
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.80,,,,,,,428
1,21/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,1.00,,,,,,,429
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,1.00,,,,,,,429
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,1.00,,,,,,,429
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,1.30,,,,,,,429
1,21/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.26,,,,,,,429
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.24,,,,,,,429
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.24,,,,,,,429
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.30,,,,,,,429
1,21/05/2025,160,,1,54003,104: TINTAS,PULICOMERCIALES,31.50,,,,,,,415
1,21/05/2025,160,,1,54053,104: TINTAS,PULICOMERCIALES,29.40,,,,,,,415
1,21/05/2025,160,,1,54103,104: TINTAS,PULICOMERCIALES,29.40,,,,,,,415
1,21/05/2025,160,,1,54203,104: TINTAS,PULICOMERCIALES,37.80,,,,,,,415
1,21/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.34,,,,,,,426
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.32,,,,,,,426
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.32,,,,,,,426
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.40,,,,,,,426
1,21/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.23,,,,,,,426
1,21/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.20,,,,,,,426
1,21/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.20,,,,,,,426
1,21/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.30,,,,,,,426
1,21/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,24.00,,,,,,,477
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,10.50,,,,,,,477
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,9.80,,,,,,,477
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,9.80,,,,,,,477
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,12.60,,,,,,,477
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,1.00,,,,,,,478
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.90,,,,,,,478
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.90,,,,,,,478
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,1.20,,,,,,,478
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.20,,,,,,,478
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.20,,,,,,,478
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.20,,,,,,,478
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.30,,,,,,,478
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.26,,,,,,,479
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.24,,,,,,,479
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.24,,,,,,,479
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.30,,,,,,,479
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.20,,,,,,,479
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.20,,,,,,,479
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.20,,,,,,,479
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.20,,,,,,,479
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.40,,,,,,,427
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.30,,,,,,,427
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.30,,,,,,,427
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.40,,,,,,,427
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,1.60,,,,,,,424
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,1.50,,,,,,,424
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,1.50,,,,,,,424
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,1.90,,,,,,,424
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,1.50,,,,,,,423
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,1.40,,,,,,,423
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,1.40,,,,,,,423
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,1.80,,,,,,,423
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.60,,,,,,,425
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.60,,,,,,,425
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.60,,,,,,,425
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.70,,,,,,,425
1,22/05/2025,160,,1,54003,104: TINTAS,PULICOMERCIALES,0.10,,,,,,,416
1,22/05/2025,160,,1,54053,104: TINTAS,PULICOMERCIALES,0.10,,,,,,,416
1,22/05/2025,160,,1,54103,104: TINTAS,PULICOMERCIALES,0.10,,,,,,,416
1,22/05/2025,160,,1,54203,104: TINTAS,PULICOMERCIALES,0.10,,,,,,,416
1,22/05/2025,160,,1,54003,104: TINTAS,,0.50,,,,,,,413
1,22/05/2025,160,,1,54053,104: TINTAS,,0.50,,,,,,,413
1,22/05/2025,160,,1,54103,104: TINTAS,,0.50,,,,,,,413
1,22/05/2025,160,,1,54203,104: TINTAS,,0.60,,,,,,,413
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.10,,,,,,,414
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,1.00,,,,,,,414
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.90,,,,,,,414
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,1.00,,,,,,,414
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,1.20,,,,,,,414
1,22/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,0.20,,,,,,,414
1,22/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,0.20,,,,,,,414
1,22/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,0.20,,,,,,,414
1,22/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.30,,,,,,,414
1,22/05/2025,160,,1,52331,104: TINTAS,REVISTAS,0.40,,,,,,,385
1,22/05/2025,160,,1,52081,104: TINTAS,REVISTAS,0.40,,,,,,,385
1,22/05/2025,160,,1,52231,104: TINTAS,REVISTAS,0.60,,,,,,,385
1,22/05/2025,160,,1,52031,104: TINTAS,REVISTAS,0.50,,,,,,,385
1,22/05/2025,160,,1,54005,104: TINTAS,REVISTAS,8.00,,,,,,,385
1,22/05/2025,160,,1,54055,104: TINTAS,REVISTAS,8.00,,,,,,,385
1,22/05/2025,160,,1,54105,104: TINTAS,REVISTAS,10.60,,,,,,,385
1,22/05/2025,160,,1,54205,104: TINTAS,REVISTAS,5.30,,,,,,,385
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,10.98,,,,,,,459
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,136.02,,,,,,,459
1,22/05/2025,160,,1,54003,104: TINTAS,,0.30,,,,,,,408
1,22/05/2025,160,,1,54053,104: TINTAS,,0.20,,,,,,,408
1,22/05/2025,160,,1,54103,104: TINTAS,,0.20,,,,,,,408
1,22/05/2025,160,,1,54203,104: TINTAS,,0.30,,,,,,,408
1,22/05/2025,160,,1,54003,104: TINTAS,,0.20,,,,,,,408
1,22/05/2025,160,,1,54053,104: TINTAS,,0.20,,,,,,,408
1,22/05/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,24.00,,,,,,,462
1,22/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,34.00,,,,,,,462
1,22/05/2025,160,,1,54103,104: TINTAS,,0.20,,,,,,,408
1,22/05/2025,160,,1,54203,104: TINTAS,,0.20,,,,,,,408
1,22/05/2025,160,,1,54003,104: TINTAS,,1.00,,,,,,,407
1,22/05/2025,160,,1,54053,104: TINTAS,,1.00,,,,,,,407
1,22/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,23.03,,,,,,,459
1,22/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,13.97,,,,,,,459
1,22/05/2025,160,,1,54103,104: TINTAS,,0.90,,,,,,,407
1,22/05/2025,160,,1,54203,104: TINTAS,,1.20,,,,,,,407
1,22/05/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,22.00,,,,,,,470
1,22/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,34.00,,,,,,,470
1,22/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,34.00,,,,,,,471
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,67.50,,,,,,,471
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,67.50,,,,,,,471
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PULICOMERCIALES,10.90,,,,,,,473
1,22/05/2025,160,,1,54003,104: TINTAS,,0.20,,,,,,,407
1,22/05/2025,160,,1,54053,104: TINTAS,,0.20,,,,,,,407
1,22/05/2025,160,,1,54103,104: TINTAS,,0.20,,,,,,,407
1,22/05/2025,160,,1,54203,104: TINTAS,,0.30,,,,,,,407
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,68.00,,,,,,,474
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,68.00,,,,,,,474
1,22/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,34.00,,,,,,,474
1,22/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.24,,,,,,,475
1,22/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,0.26,,,,,,,475
1,22/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.24,,,,,,,475
1,22/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,0.26,,,,,,,475
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,1341.00,,,,,,,477
1,22/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,31.00,,,,,,,478
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,62.50,,,,,,,478
1,22/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,62.50,,,,,,,478
1,22/05/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,22.00,,,,,,,479
1,22/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,33.00,,,,,,,479
1,22/05/2025,160,,1,73114,107: MATERIAL DE EMPAQUE,PULICOMERCIALES,2.00,,,,,,,405
1,22/05/2025,160,,1,52031,104: TINTAS,PULICOMERCIALES,0.45,,,,,,,405
1,22/05/2025,160,,1,52081,104: TINTAS,PULICOMERCIALES,0.34,,,,,,,405
1,22/05/2025,160,,1,52231,104: TINTAS,PULICOMERCIALES,0.56,,,,,,,405
1,22/05/2025,160,,1,52331,104: TINTAS,PULICOMERCIALES,0.34,,,,,,,405
1,22/05/2025,160,,1,52031,104: TINTAS,PULICOMERCIALES,2.54,,,,,,,411
1,22/05/2025,160,,1,52081,104: TINTAS,PULICOMERCIALES,1.91,,,,,,,411
1,22/05/2025,160,,1,52231,104: TINTAS,PULICOMERCIALES,3.18,,,,,,,411
1,22/05/2025,160,,1,52331,104: TINTAS,PULICOMERCIALES,1.91,,,,,,,411
1,22/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,PLEGADIZAS,1.00,,,,,,,468
1,22/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,PLEGADIZAS,1.00,,,,,,,469
1,22/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,PLEGADIZAS,1.00,,,,,,,467
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,464
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,464
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,11.00,,,,,,,464
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,463
1,22/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,470
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,470
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,471
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,5.00,,,,,,,471
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,471
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,474
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,5.00,,,,,,,474
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,474
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,475
1,22/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,475
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,475
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,478
1,22/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,478
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,478
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,478
1,22/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,479
1,22/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,483
1,23/05/2025,160,,1,52031,104: TINTAS,PULICOMERCIALES,0.55,,,,,,,435
1,23/05/2025,160,,1,52081,104: TINTAS,PULICOMERCIALES,0.42,,,,,,,435
1,23/05/2025,160,,1,52231,104: TINTAS,PULICOMERCIALES,0.69,,,,,,,435
1,23/05/2025,160,,1,52331,104: TINTAS,PULICOMERCIALES,0.42,,,,,,,435
1,23/05/2025,160,,1,22013,102: OTROS PAPELES,PULICOMERCIALES,900.00,,,,,,,435
1,23/05/2025,160,,1,36103,102: OTROS PAPELES,PLEGADIZAS,295.00,,,,,,,472
1,23/05/2025,160,,1,36103,102: OTROS PAPELES,PLEGADIZAS,2.00,,,,,,,472
1,23/05/2025,160,,1,11016,101: PAPEL PERIODICO,PULICOMERCIALES,21.00,,,,,,,483
1,23/05/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,23.00,,,,,,,486
1,23/05/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,35.00,,,,,,,486
1,23/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,31.00,,,,,,,485
1,23/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,63.00,,,,,,,485
1,23/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,63.00,,,,,,,485
1,23/05/2025,160,,1,52331,104: TINTAS,REVISTAS,2.24,,,,,,,439
1,23/05/2025,160,,1,52031,104: TINTAS,REVISTAS,0.20,,,,,,,439
1,23/05/2025,160,,1,52031,104: TINTAS,REVISTAS,0.41,,,,,,,439
1,23/05/2025,160,,1,52081,104: TINTAS,REVISTAS,0.15,,,,,,,439
1,23/05/2025,160,,1,52081,104: TINTAS,REVISTAS,0.30,,,,,,,439
1,23/05/2025,160,,1,52231,104: TINTAS,REVISTAS,0.25,,,,,,,439
1,23/05/2025,160,,1,52231,104: TINTAS,REVISTAS,0.51,,,,,,,439
1,23/05/2025,160,,1,52331,104: TINTAS,REVISTAS,0.15,,,,,,,439
1,23/05/2025,160,,1,52331,104: TINTAS,REVISTAS,0.30,,,,,,,439
1,23/05/2025,160,,1,73114,107: MATERIAL DE EMPAQUE,REVISTAS,19.00,,,,,,,439
1,23/05/2025,160,,1,73114,107: MATERIAL DE EMPAQUE,REVISTAS,23.00,,,,,,,385
1,23/05/2025,160,,1,54003,104: TINTAS,PULICOMERCIALES,0.27,,,,,,,483
1,23/05/2025,160,,1,54053,104: TINTAS,PULICOMERCIALES,0.27,,,,,,,483
1,23/05/2025,160,,1,54103,104: TINTAS,PULICOMERCIALES,0.36,,,,,,,483
1,23/05/2025,160,,1,54203,104: TINTAS,PULICOMERCIALES,0.18,,,,,,,483
1,23/05/2025,160,,1,52031,104: TINTAS,,0.17,,,,,,,363
1,23/05/2025,160,,1,52081,104: TINTAS,,0.12,,,,,,,363
1,23/05/2025,160,,1,52231,104: TINTAS,,0.21,,,,,,,363
1,23/05/2025,160,,1,52331,104: TINTAS,,0.12,,,,,,,363
1,23/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,32.00,,,,,,,497
1,23/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,26.00,,,,,,,497
1,23/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,12.00,,,,,,,495
1,23/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,12.00,,,,,,,495
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,PULICOMERCIALES,3.00,,,,,,,516
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,PULICOMERCIALES,5.00,,,,,,,516
1,26/05/2025,160,,1,52031,104: TINTAS,,0.20,,,,,,,362
1,26/05/2025,160,,1,52081,104: TINTAS,,0.15,,,,,,,362
1,26/05/2025,160,,1,52231,104: TINTAS,,0.25,,,,,,,362
1,26/05/2025,160,,1,52331,104: TINTAS,,0.15,,,,,,,362
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,485
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,485
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,485
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,485
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,486
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,486
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,20.00,,,,,,,498
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,12.00,,,,,,,498
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,499
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,499
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,16.00,,,,,,,502
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,503
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,14.00,,,,,,,503
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,503
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,506
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,506
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,506
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,507
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,507
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,507
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,504
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,504
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,504
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,505
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,5.00,,,,,,,505
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,505
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,508
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,508
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,508
1,26/05/2025,160,,1,53210,104: TINTAS,,1.00,,,,,,,372
1,26/05/2025,160,,1,73105,107: MATERIAL DE EMPAQUE,,10.00,,,,,,,372
1,26/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,509
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,6.00,,,,,,,511
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,8.00,,,,,,,511
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,4.00,,,,,,,511
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,6.00,,,,,,,512
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,8.00,,,,,,,512
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,2.00,,,,,,,512
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,2.00,,,,,,,512
1,26/05/2025,160,,1,53210,104: TINTAS,,0.66,,,,,,,372
1,26/05/2025,160,,1,53210,104: TINTAS,,1.18,,,,,,,373
1,26/05/2025,160,,1,73105,107: MATERIAL DE EMPAQUE,,6.00,,,,,,,373
1,26/05/2025,160,,1,73105,107: MATERIAL DE EMPAQUE,,1.00,,,,,,,373
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,496
1,26/05/2025,160,,1,53203,104: TINTAS,PLEGADIZAS,0.50,,,,,,,401
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,42.00,,,,,,,510
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,4.00,,,,,,,510
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,1.00,,,,,,,511
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,1.00,,,,,,,512
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,4.00,,,,,,,513
1,26/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,4.00,,,,,,,514
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,6.00,,,,,,,514
1,26/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,8.00,,,,,,,514
1,26/05/2025,160,,1,52031,104: TINTAS,PLEGADIZAS,0.07,,,,,,,417
1,26/05/2025,160,,1,52081,104: TINTAS,PLEGADIZAS,0.05,,,,,,,417
1,26/05/2025,160,,1,52231,104: TINTAS,PLEGADIZAS,0.08,,,,,,,417
1,26/05/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.05,,,,,,,417
1,26/05/2025,160,,1,52081,104: TINTAS,PLEGADIZAS,0.06,,,,,,,472
1,26/05/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.06,,,,,,,472
1,26/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,3.53,,,,,,,495
1,26/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,3.30,,,,,,,495
1,26/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,3.30,,,,,,,495
1,26/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,4.24,,,,,,,495
1,26/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,3.28,,,,,,,498
1,26/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,2.96,,,,,,,498
1,26/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,2.96,,,,,,,498
1,26/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,4.26,,,,,,,498
1,26/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,3.78,,,,,,,497
