IEMP,FSOPORT,ITDSOP,INUMSOP,INVENTARIO,IRECURSO,ICCSUBCC,ILABOR,QCANTLUN,QCANTMAR,QCANTMIE,QCANTJUE,QCANTVIE,QCANTSAB,QCANTDOM,SOBSERVAC
1,05/05/2025,160,,1,72312,107: MATERIAL DE EMPAQUE,,1.00,,,,,,,
1,05/05/2025,160,,1,54003,104: TINTAS,PERIODICOS,1.31,,,,,,,368
1,05/05/2025,160,,1,62027,105: MATERIAL PREPRENSA,,128.00,,,,,,,Saldo planchas CTP 30/04/2025
1,05/05/2025,160,,1,62028,105:MATERIAL PREPRENSA,,53.00,,,,,,,Saldo planchas CTP 30/04/2025
1,05/05/2025,160,,1,62031,105: MATERIAL PREPRENSA,,40.00,,,,,,,Saldo planchas CTP 30/04/2025
1,05/05/2025,160,,1,62032,105: MATERIAL PREPRENSA,,137.00,,,,,,,Saldo planchas CTP 30/04/2025
1,05/05/2025,160,,1,54053,104: TINTAS,PERIODICOS,1.22,,,,,,,368
1,05/05/2025,160,,1,62027,105: MATERIAL PREPRENSA,,200.00,,,,,,,02/05/2025
1,05/05/2025,160,,1,62031,105: MATERIAL PREPRENSA,,300.00,,,,,,,02/05/2025
1,05/05/2025,160,,1,62028,105:MATERIAL PREPRENSA,,100.00,,,,,,,02/05/2025
1,05/05/2025,160,,1,54103,104: TINTAS,PERIODICOS,1.22,,,,,,,368
1,08/05/2025,160,,1,2071011,107: MATERIAL DE EMPAQUE,,6000.00,,,,,,,11212317001-REVISTA
1,05/05/2025,160,,1,54203,104: TINTAS,PERIODICOS,1.57,,,,,,,368
1,08/05/2025,160,,1,72312,107: MATERIAL DE EMPAQUE,,10.00,,,,,,,11212317001-REVISTA
1,05/05/2025,160,,1,54003,104: TINTAS,,0.19,,,,,,,370
1,08/05/2025,160,,1,72312,107: MATERIAL DE EMPAQUE,,10.00,,,,,,,11212317001-REVISTA
1,05/05/2025,160,,1,54053,104: TINTAS,,0.18,,,,,,,370
1,08/05/2025,160,,1,73113,107: MATERIAL DE EMPAQUE,,480.00,,,,,,,11212317001-REVISTA
1,05/05/2025,160,,1,54103,104: TINTAS,,0.18,,,,,,,370
1,08/05/2025,160,,1,2071011,107: MATERIAL DE EMPAQUE,,6000.00,,,,,,,11212317001-REVISTA
1,05/05/2025,160,,1,54203,104: TINTAS,,0.23,,,,,,,370
1,08/05/2025,160,,1,63303,105: MATERIAL PREPRENSA,,1.00,,,,,,,11212417001-Publicomercials
1,05/05/2025,160,,1,54003,104: TINTAS,,0.29,,,,,,,370
1,08/05/2025,160,,1,38012,102: OTROS PAPELES,,5.00,,,,,,,PARA DIPLOMAS DEL AREA DIGITAL
1,05/05/2025,160,,1,54053,104: TINTAS,,0.27,,,,,,,370
1,09/05/2025,160,,1,17028,101: PAPEL PERIODICO,,4.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,17002,101: PAPEL PERIODICO,,84.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,11016,101: PAPEL PERIODICO,,4.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,16011,101: PAPEL PERIODICO,,11.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,17026,101: PAPEL PERIODICO,,9.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,17022,101: PAPEL PERIODICO,,18.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,17020,101: PAPEL PERIODICO,,21.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,17025,101: PAPEL PERIODICO,,11.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,09/05/2025,160,,1,14004,101: PAPEL PERIODICO,,31.00,,,,,,,VENTA DE COLILLAS E INSERVIBLES
1,05/05/2025,160,,1,54103,104: TINTAS,,0.27,,,,,,,370
1,12/05/2025,160,,1,62028,105:MATERIAL PREPRENSA,,50.00,,,,,,,
1,05/05/2025,160,,1,54203,104: TINTAS,,0.35,,,,,,,370
1,12/05/2025,160,,1,62031,105: MATERIAL PREPRENSA,,300.00,,,,,,,
1,12/05/2025,160,,1,62027,105: MATERIAL PREPRENSA,,200.00,,,,,,,
1,19/05/2025,160,,1,62031,105: MATERIAL PREPRENSA,,300.00,,,,,,,
1,05/05/2025,160,,1,17022,101: PAPEL PERIODICO,,24.00,,,,,,,369
1,19/05/2025,160,,1,72002,106: OTROS MATERIALES PRODUCCI,,200.00,,,,,,,O.P:399
1,05/05/2025,160,,1,17020,101: PAPEL PERIODICO,,36.00,,,,,,,369
1,23/05/2025,160,,1,62028,105:MATERIAL PREPRENSA,,100.00,,,,,,,
1,23/05/2025,160,,1,62031,105: MATERIAL PREPRENSA,,200.00,,,,,,,
1,23/05/2025,160,,1,62027,105: MATERIAL PREPRENSA,,200.00,,,,,,,
1,05/05/2025,160,,1,17022,101: PAPEL PERIODICO,,24.00,,,,,,,370
1,28/05/2025,160,,1,62031,105: MATERIAL PREPRENSA,,300.00,,,,,,,
1,05/05/2025,160,,1,17020,101: PAPEL PERIODICO,,36.00,,,,,,,370
1,30/05/2025,160,,1,62027,105: MATERIAL PREPRENSA,,320.00,,,,,,,
1,05/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,133.00,,,,,,,368
1,31/05/2025,160,,1,132004,402: ELEMENTOS PROTECCION,,8.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,63303,105: MATERIAL PREPRENSA,,1.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,71011,107: MATERIAL DE EMPAQUE,,90.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,71011,107: MATERIAL DE EMPAQUE,,36.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,93701,105: MATERIAL PREPRENSA,,79.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,63305,105: MATERIAL PREPRENSA,,40.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,82011,106: OTROS MATERIALES PRODUCCI,,1.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,63201,105: MATERIAL PREPRENSA,,2.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,53005,104: TINTAS,,2.50,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,81501,301: ELEMENTOS DE ASEO Y CAFET,,4.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,72312,107: MATERIAL DE EMPAQUE,,10.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,72003,106: OTROS MATERIALES PRODUCCI,,14.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,72002,106: OTROS MATERIALES PRODUCCI,,140.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,72002,106: OTROS MATERIALES PRODUCCI,,32.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,71012,107: MATERIAL DE EMPAQUE,,3.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,38016,106: OTROS MATERIALES PRODUCCI,,110.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,55601,104: TINTAS,,2.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,73114,107: MATERIAL DE EMPAQUE,,30.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,73113,107: MATERIAL DE EMPAQUE,,150.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,76001,106: OTROS MATERIALES PRODUCCI,,10.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,55111,104: TINTAS,,5.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,31/05/2025,160,,1,75004,106: OTROS MATERIALES PRODUCCI,,150.00,,,,,,,11212517001-PLEGADIZAS  11212417001-Publicomercials  11212317001-REVISTA
1,05/05/2025,160,,1,17027,101: PAPEL PERIODICO,,8.58,,,,,,,364
1,04/06/2025,160,,1,430147,103: CARTULINAS,,667.00,,,,,,,MATERIAL PARA PRUEBA EN MAQUINA PEGADORA
1,05/05/2025,160,,1,17027,101: PAPEL PERIODICO,,0.42,,,,,,,364
1,04/06/2025,160,,1,63201,105: MATERIAL PREPRENSA,,2.00,,,,,,,
1,04/06/2025,160,,1,63303,105: MATERIAL PREPRENSA,,1.00,,,,,,,
1,04/06/2025,160,,1,71011,107: MATERIAL DE EMPAQUE,,18.00,,,,,,,
1,04/06/2025,160,,1,55601,104: TINTAS,,1.00,,,,,,,
1,04/06/2025,160,,1,53005,104: TINTAS,,2.50,,,,,,,
1,05/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,33.00,,,,,,,368
1,05/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,100.00,,,,,,,
1,05/05/2025,160,,1,17026,101: PAPEL PERIODICO,,130.00,,,,,,,367
1,06/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,200.00,,,,,,,
1,05/05/2025,160,,1,17027,101: PAPEL PERIODICO,,33.00,,,,,,,367
1,10/06/2025,160,,1,2071011,107: MATERIAL DE EMPAQUE,,6000.00,,,,,,,
1,10/06/2025,160,,1,38014,102: OTROS PAPELES,,300.00,,,,,,,
1,10/06/2025,160,,1,72002,106: OTROS MATERIALES PRODUCCI,,172.00,,,,,,,
1,10/06/2025,160,,1,72312,107: MATERIAL DE EMPAQUE,,30.00,,,,,,,
1,10/06/2025,160,,1,2071012,107: MATERIAL DE EMPAQUE,,1000.00,,,,,,,
1,10/06/2025,160,,1,73114,107: MATERIAL DE EMPAQUE,,90.00,,,,,,,
1,10/06/2025,160,,1,71012,107: MATERIAL DE EMPAQUE,,6.00,,,,,,,
1,10/06/2025,160,,1,74151,107: MATERIAL DE EMPAQUE,,4.00,,,,,,,
1,10/06/2025,160,,1,63305,105: MATERIAL PREPRENSA,,20.00,,,,,,,
1,10/06/2025,160,,1,75012,106: OTROS MATERIALES PRODUCCI,,40.00,,,,,,,
1,10/06/2025,160,,1,112804,107: MATERIAL DE EMPAQUE,,10.00,,,,,,,
1,10/06/2025,160,,1,73113,107: MATERIAL DE EMPAQUE,,150.00,,,,,,,
1,10/06/2025,160,,1,71011,107: MATERIAL DE EMPAQUE,,90.00,,,,,,,
1,05/05/2025,160,,1,17002,101: PAPEL PERIODICO,,168.00,,,,,,,371
1,10/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,300.00,,,,,,,
1,10/06/2025,160,,1,62027,105: MATERIAL PREPRENSA,,200.00,,,,,,,
1,05/05/2025,160,,1,16011,101: PAPEL PERIODICO,,84.00,,,,,,,371
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,,28.00,,,,,,,EDYCON
1,11/06/2025,160,,6,62028,105:MATERIAL PREPRENSA,,8.00,,,,,,,EDYCON
1,05/05/2025,160,,1,17020,101: PAPEL PERIODICO,,96.00,,,,,,,378
1,12/06/2025,160,,1,74201,106: OTROS MATERIALES PRODUCCI,,2.00,,,,,,,
1,12/06/2025,160,,1,63305,105: MATERIAL PREPRENSA,,40.00,,,,,,,
1,05/05/2025,160,,1,17022,101: PAPEL PERIODICO,,33.00,,,,,,,378
1,16/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,100.00,,,,,,,
1,06/05/2025,160,,1,54003,104: TINTAS,,1.28,,,,,,,367
1,18/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,100.00,,,,,,,
1,06/05/2025,160,,1,54053,104: TINTAS,,1.19,,,,,,,367
1,19/06/2025,160,,1,62027,105: MATERIAL PREPRENSA,,40.00,,,,,,,
1,06/05/2025,160,,1,54103,104: TINTAS,,1.19,,,,,,,367
1,19/06/2025,160,,1,62027,105: MATERIAL PREPRENSA,,120.00,,,,,,,
1,06/05/2025,160,,1,54203,104: TINTAS,,1.53,,,,,,,367
1,19/06/2025,160,,6,62032,105: MATERIAL PREPRENSA,,133.00,,,,,,,DEVOLUCION PLANCHAS POR NO USO
1,06/05/2025,160,,1,54003,104: TINTAS,,0.28,,,,,,,369
1,20/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,150.00,,,,,,,
1,20/06/2025,160,,1,62027,105: MATERIAL PREPRENSA,,120.00,,,,,,,
1,06/05/2025,160,,1,54053,104: TINTAS,,0.27,,,,,,,369
1,25/06/2025,160,,1,73105,107: MATERIAL DE EMPAQUE,,300.00,,,,,,,
1,25/06/2025,160,,1,74151,107: MATERIAL DE EMPAQUE,,2.00,,,,,,,
1,25/06/2025,160,,1,72002,106: OTROS MATERIALES PRODUCCI,,2.00,,,,,,,
1,25/06/2025,160,,1,63303,105: MATERIAL PREPRENSA,,1.00,,,,,,,
1,25/06/2025,160,,1,82006,106: OTROS MATERIALES PRODUCCI,,1.00,,,,,,,
1,25/06/2025,160,,1,73112,107: MATERIAL DE EMPAQUE,,150.00,,,,,,,
1,25/06/2025,160,,1,112804,107: MATERIAL DE EMPAQUE,,1.00,,,,,,,
1,25/06/2025,160,,1,73113,107: MATERIAL DE EMPAQUE,,180.00,,,,,,,
1,25/06/2025,160,,1,72312,107: MATERIAL DE EMPAQUE,,12.00,,,,,,,
1,25/06/2025,160,,1,72002,106: OTROS MATERIALES PRODUCCI,,300.00,,,,,,,
1,25/06/2025,160,,1,72002,106: OTROS MATERIALES PRODUCCI,,203.00,,,,,,,
1,25/06/2025,160,,1,71011,107: MATERIAL DE EMPAQUE,,126.00,,,,,,,
1,25/06/2025,160,,1,55601,104: TINTAS,,1.00,,,,,,,
1,25/06/2025,160,,1,93701,105: MATERIAL PREPRENSA,,20.00,,,,,,,
1,06/05/2025,160,,1,54103,104: TINTAS,,0.27,,,,,,,369
1,25/06/2025,160,,1,62027,105: MATERIAL PREPRENSA,,40.00,,,,,,,
1,06/05/2025,160,,1,54203,104: TINTAS,,0.34,,,,,,,369
1,26/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,100.00,,,,,,,
1,26/06/2025,160,,1,62027,105: MATERIAL PREPRENSA,,80.00,,,,,,,
1,06/05/2025,160,,1,54003,104: TINTAS,,0.19,,,,,,,369
1,27/06/2025,160,,1,62028,105:MATERIAL PREPRENSA,,50.00,,,,,,,A solicitud de Alexander Garcia   
1,27/06/2025,160,,1,62027,105: MATERIAL PREPRENSA,,120.00,,,,,,,A solicitud de Alexander Garcia   
1,27/06/2025,160,,1,62031,105: MATERIAL PREPRENSA,,150.00,,,,,,,A solicitud de Alexander Garcia   
1,06/05/2025,160,,1,54053,104: TINTAS,,0.18,,,,,,,369
1,02/07/2025,160,,1,62031,105: MATERIAL PREPRENSA,,50.00,,,,,,,
1,02/07/2025,160,,1,62027,105: MATERIAL PREPRENSA,,40.00,,,,,,,
1,06/05/2025,160,,1,54103,104: TINTAS,,0.18,,,,,,,369
1,03/07/2025,160,,6,62027,105: MATERIAL PREPRENSA,,8.00,,,,,,,O.P:736 SEP INSTITUTO MALLA
1,06/05/2025,160,,1,54203,104: TINTAS,,0.23,,,,,,,369
1,04/07/2025,160,,1,62031,105: MATERIAL PREPRENSA,,150.00,,,,,,,
1,04/07/2025,160,,1,62027,105: MATERIAL PREPRENSA,,120.00,,,,,,,
1,06/05/2025,160,,1,54003,104: TINTAS,,1.60,,,,,,,371
1,07/07/2025,160,,1,62028,105:MATERIAL PREPRENSA,,50.00,,,,,,,
1,07/07/2025,160,,1,62027,105: MATERIAL PREPRENSA,,40.00,,,,,,,
1,06/05/2025,160,,1,54053,104: TINTAS,,1.50,,,,,,,371
1,08/07/2025,160,,1,62031,105: MATERIAL PREPRENSA,,50.00,,,,,,,
1,08/07/2025,160,,1,62027,105: MATERIAL PREPRENSA,,40.00,,,,,,,
1,06/05/2025,160,,1,54103,104: TINTAS,,1.50,,,,,,,371
1,10/07/2025,160,,1,62028,105:MATERIAL PREPRENSA,,50.00,,,,,,,
1,10/07/2025,160,,1,62031,105: MATERIAL PREPRENSA,,50.00,,,,,,,
1,10/07/2025,160,,1,62027,105: MATERIAL PREPRENSA,,40.00,,,,,,,
1,06/05/2025,160,,1,54203,104: TINTAS,,1.92,,,,,,,371
1,11/07/2025,160,,1,62031,105: MATERIAL PREPRENSA,,100.00,,,,,,,
1,11/07/2025,160,,1,62027,105: MATERIAL PREPRENSA,,80.00,,,,,,,
1,06/05/2025,160,,1,54003,104: TINTAS,,0.53,,,,,,,374
1,06/05/2025,160,,1,54053,104: TINTAS,,0.49,,,,,,,374
1,06/05/2025,160,,1,54103,104: TINTAS,,0.49,,,,,,,374
1,06/05/2025,160,,1,54203,104: TINTAS,,0.63,,,,,,,374
1,06/05/2025,160,,1,54003,104: TINTAS,,1.05,,,,,,,374
1,06/05/2025,160,,1,54053,104: TINTAS,,0.98,,,,,,,374
1,06/05/2025,160,,1,54103,104: TINTAS,,0.98,,,,,,,374
1,06/05/2025,160,,1,54203,104: TINTAS,,1.26,,,,,,,374
1,06/05/2025,160,,1,54003,104: TINTAS,,1.04,,,,,,,375
1,06/05/2025,160,,1,54053,104: TINTAS,,0.97,,,,,,,375
1,06/05/2025,160,,1,54103,104: TINTAS,,0.97,,,,,,,375
1,06/05/2025,160,,1,54203,104: TINTAS,,1.25,,,,,,,375
1,06/05/2025,160,,1,54003,104: TINTAS,,0.52,,,,,,,375
1,06/05/2025,160,,1,54053,104: TINTAS,,0.49,,,,,,,375
1,06/05/2025,160,,1,54103,104: TINTAS,,0.49,,,,,,,375
1,06/05/2025,160,,1,54203,104: TINTAS,,0.62,,,,,,,375
1,06/05/2025,160,,1,54003,104: TINTAS,,0.48,,,,,,,376
1,06/05/2025,160,,1,54003,104: TINTAS,,0.48,,,,,,,376
1,06/05/2025,160,,1,54003,104: TINTAS,,0.24,,,,,,,376
1,06/05/2025,160,,1,54053,104: TINTAS,,0.45,,,,,,,376
1,06/05/2025,160,,1,54053,104: TINTAS,,0.45,,,,,,,376
1,06/05/2025,160,,1,54053,104: TINTAS,,0.22,,,,,,,376
1,06/05/2025,160,,1,54103,104: TINTAS,,0.45,,,,,,,376
1,06/05/2025,160,,1,54103,104: TINTAS,,0.45,,,,,,,376
1,06/05/2025,160,,1,54103,104: TINTAS,,0.22,,,,,,,376
1,06/05/2025,160,,1,54203,104: TINTAS,,0.58,,,,,,,376
1,06/05/2025,160,,1,54203,104: TINTAS,,0.58,,,,,,,376
1,06/05/2025,160,,1,54203,104: TINTAS,,0.29,,,,,,,376
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,540.00,,,,,,,386
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,361.00,,,,,,,386
1,06/05/2025,160,,1,22005,102: OTROS PAPELES,,1348.00,,,,,,,386
1,06/05/2025,160,,1,54003,104: TINTAS,,0.41,,,,,,,377
1,06/05/2025,160,,1,54003,104: TINTAS,,0.41,,,,,,,377
1,06/05/2025,160,,1,54053,104: TINTAS,,0.38,,,,,,,377
1,06/05/2025,160,,1,54053,104: TINTAS,,0.38,,,,,,,377
1,06/05/2025,160,,1,54103,104: TINTAS,,0.38,,,,,,,377
1,06/05/2025,160,,1,54103,104: TINTAS,,0.38,,,,,,,377
1,06/05/2025,160,,1,54203,104: TINTAS,,0.49,,,,,,,377
1,06/05/2025,160,,1,54203,104: TINTAS,,0.49,,,,,,,377
1,06/05/2025,160,,1,17020,101: PAPEL PERIODICO,,41.84,,,,,,,377
1,06/05/2025,160,,1,17020,101: PAPEL PERIODICO,,10.16,,,,,,,377
1,06/05/2025,160,,1,17020,101: PAPEL PERIODICO,,41.84,,,,,,,377
1,06/05/2025,160,,1,17020,101: PAPEL PERIODICO,,10.16,,,,,,,377
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,64.00,,,,,,,374
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,136.00,,,,,,,374
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,58.00,,,,,,,375
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,140.00,,,,,,,375
1,06/05/2025,160,,1,17027,101: PAPEL PERIODICO,,33.00,,,,,,,376
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,61.00,,,,,,,376
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,,61.00,,,,,,,376
1,06/05/2025,160,,1,17022,101: PAPEL PERIODICO,,21.00,,,,,,,379
1,06/05/2025,160,,1,17020,101: PAPEL PERIODICO,,33.00,,,,,,,379
1,06/05/2025,160,,1,17025,101: PAPEL PERIODICO,,316.00,,,,,,,381
1,06/05/2025,160,,1,22013,102: OTROS PAPELES,,445.00,,,,,,,381
1,06/05/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,33.00,,,,,,,391
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,66.00,,,,,,,391
1,06/05/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,66.00,,,,,,,391
1,06/05/2025,160,,1,17022,101: PAPEL PERIODICO,,25.46,,,,,,,392
1,06/05/2025,160,,1,17022,101: PAPEL PERIODICO,,0.54,,,,,,,392
1,06/05/2025,160,,1,17020,101: PAPEL PERIODICO,,37.00,,,,,,,392
1,06/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,12.00,,,,,,,386
1,06/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,8.00,,,,,,,386
1,06/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,5.00,,,,,,,386
1,06/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,12.00,,,,,,,381
1,06/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,4.00,,,,,,,381
1,06/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,12.00,,,,,,,382
1,06/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,4.00,,,,,,,382
1,06/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,393
1,06/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,28.00,,,,,,,390
1,06/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,4.00,,,,,,,390
1,06/05/2025,160,,1,22001,102: OTROS PAPELES,,1275.00,,,,,,,390
1,06/05/2025,160,,1,23001,102: OTROS PAPELES,,225.00,,,,,,,390
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,15.00,,,,,,,367
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,7.00,,,,,,,368
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,368
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,8.00,,,,,,,369
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,8.00,,,,,,,369
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,8.00,,,,,,,370
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,8.00,,,,,,,370
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,16.00,,,,,,,371
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,2.00,,,,,,,374
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,14.00,,,,,,,374
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,2.00,,,,,,,374
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,2.00,,,,,,,375
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,16.00,,,,,,,375
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,2.00,,,,,,,376
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,5.00,,,,,,,376
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,8.00,,,,,,,376
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,8.00,,,,,,,377
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,4.00,,,,,,,377
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,16.00,,,,,,,378
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,8.00,,,,,,,379
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,8.00,,,,,,,379
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,16.00,,,,,,,380
1,07/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,4.00,,,,,,,384
1,07/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,8.00,,,,,,,384
1,07/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,,5.00,,,,,,,384
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,391
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,5.00,,,,,,,391
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,391
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,8.00,,,,,,,392
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,8.00,,,,,,,392
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,1.00,,,,,,,396
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,,5.00,,,,,,,396
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,,8.00,,,,,,,396
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,397
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,397
1,07/05/2025,160,,6,62031,105: MATERIAL PREPRENSA,REVISTAS,12.00,,,,,,,395
1,07/05/2025,160,,6,62028,105:MATERIAL PREPRENSA,REVISTAS,4.00,,,,,,,395
1,07/05/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,24.00,,,,,,,398
1,08/05/2025,160,,1,54003,104: TINTAS,,0.53,,,,,,,378
1,08/05/2025,160,,1,54003,104: TINTAS,,0.38,,,,,,,378
1,08/05/2025,160,,1,54053,104: TINTAS,,0.24,,,,,,,378
1,08/05/2025,160,,1,54053,104: TINTAS,,0.35,,,,,,,378
1,08/05/2025,160,,1,54103,104: TINTAS,,0.24,,,,,,,378
1,08/05/2025,160,,1,54103,104: TINTAS,,0.35,,,,,,,378
1,08/05/2025,160,,1,54203,104: TINTAS,,0.30,,,,,,,378
1,08/05/2025,160,,1,54203,104: TINTAS,,0.46,,,,,,,378
1,08/05/2025,160,,1,22013,102: OTROS PAPELES,,582.00,,,,,,,382
1,08/05/2025,160,,1,22013,102: OTROS PAPELES,REVISTAS,582.00,,,,,,,395
